	tokens1Source	tokens1AlignRaw	tokens2Source	tokens2AlignRaw
26657	désir	désir		
26658	.	.		
26659	Granger	Granger		
26660	Oui	Oui		
26661	,	,		
26662	ma	ma		
26663	Cythérée	Cythérée		
26664	,	,		
26665	oui	oui		
26666	,	,		
26667	vous	vous		
26668	pouvez	pouvez		
26669	m	m		
26670	’	’		
26671	épouser	épouser		
26672	et	et		
26673	garder	garder		
26674	votre	votre		
26675	parole	parole		
26676	.	.		
26677	Il	Il		
26678	avait	avait		
26679	l	l		
26680	’	’		
26681	assurance	assurance		
26682	d	d		
26683	’	’		
26684	être	être		
26685	un	un		
26686	jour	jour		
26687	votre	votre		
26688	mari	mari		
26689	,	,		
26690	vif	vif		
26691	ou	ou		
26692	mort	mort		
26693	,	,		
26694	il	il		
26695	faut	faut		
26696	,	,		
26697	pour	pour		
26698	vous	vous		
26699	rendre	rendre		
26700	quitte	quitte		
26701	de	de		
26702	votre	votre		
26703	promesse	promesse		
26704	,	,		
26705	que	que		
26706	vous	vous		
26707	l	l		
26708	’	’		
26709	épousiez	épousiez		
26710	mort	mort		
26711	.	.		
26712	Nous	Nous		
26713	passerons	passerons		
26714	le	le		
26715	Contrat	Contrat		
26716	,	,		
26717	et	et		
26718	ferons	ferons		
26719	le	le		
26720	reste	reste		
26721	des	des		
26722	cérémonies	cérémonies		
26723	;	;		
26724	puis	puis		
26725	quand	quand		
26726	ainsi	ainsi		
26727	vous	vous		
26728	serez	serez		
26729	libre	libre		
26730	de	de		
26731	votre	votre		
26732	serment	serment		
26733	,	,		
26734	nous	nous		
26735	procéderons	procéderons		
26736	tout	tout		
26737	à	à		
26738	loisir	loisir		
26739	à	à		
26740	notre	notre		
26741	mariage	mariage		
26742	.	.		
26743	Corbineli	Corbineli		
26744	Il	Il		
26745	semble	semble		
26746	que	que		
26747	vous	vous		
26748	soyez	soyez		
26749	inspiré	inspiré		
26750	de	de		
26751	Dieu	Dieu		
26752	,	,		
26753	tant	tant		
26754	vous	vous		
26755	parlez	parlez		
26756	divinement	divinement		
26757	.	.		
26758	Granger	Granger		
26759	Une	Une		
26760	seule	seule		
26761	chose	chose		
26762	m	m		
26763	’	’		
26764	arrête	arrête		
26765	;	;		
26766	c	c		
26767	’	’		
26768	est	est		
26769	qu	qu		
26770	’	’		
26771	étant	étant		
26772	un	un		
26773	miracle	miracle		
26774	,	,		
26775	vous	vous		
26776	n	n		
26777	’	’		
26778	en	en		
26779	fassiez	fassiez		
26780	un	un		
26781	;	;		
26782	que	que		
26783	vous	vous		
26784	ne	ne		
26785	rendiez	rendiez		
26786	la	la		
26787	vie	vie		
26788	à	à		
26789	ceux	ceux		
26790	qui	qui		
26791	ne	ne		
26792	sont	sont		
26793	pas	pas		
26794	morts	morts		
26795	;	;		
26796	et	et		
26797	que	que		
26798	vous	vous		
26799	ne	ne		
26800	fassiez	fassiez		
26801	arriver	arriver		
26802	céans	céans		
26803	la	la		
26804	Résurrection	Résurrection		
26805	avant	avant		
26806	Pâques	Pâques		
26807	.	.		
26808	Corbineli	Corbineli		
26809	,	,		
26810	tout	tout		
26811	bas	bas		
26812	.	.		
26813	Ô	Ô		
26814	!	!		
26815	puissant	puissant		
26816	Dieu	Dieu		
26817	des	des		
26818	fourbes	fourbes		
26819	,	,		
26820	ma	ma		
26821	corde	corde		
26822	vient	vient		
26823	de	de		
26824	rompre	rompre		
26825	.	.		
26826	Fais	Fais		
26827	que	que		
26828	je	je		
26829	la	la		
26830	renouvelle	renouvelle		
26831	en	en		
26832	sorte	sorte		
26833	par	par		
26834	ton	ton		
26835	moyen	moyen		
26836	,	,		
26837	qu	qu		
26838	’	’		
26839	elle	elle		
26840	vaille	vaille		
26841	mieux	mieux		
26842	qu	qu		
26843	’	’		
26844	une	une		
26845	neuve	neuve		
26846	.	.		
26847	Granger	Granger		
26848	Et	Et		
26849	toi	toi		
26850	,	,		
26851	tu	tu		
26852	me	me		
26853	trahis	trahis		
26854	,	,		
26855	fugitif	fugitif		
26856	infidèle	infidèle		
26857	du	du		
26858	parti	parti		
26859	de	de		
26860	mon	mon		
26861	amour	amour		
26862	!	!		
26863	Toi	Toi		
26864	que	que		
26865	j	j		
26866	’	’		
26867	avais	avais		
26868	élu	élu		
26869	pour	pour		
26870	la	la		
26871	boîte	boîte		
26872	,	,		
26873	l	l		
26874	’	’		
26875	étui	étui		
26876	,	,		
26877	le	le		
26878	coffre	coffre		
26879	et	et		
26880	le	le		
26881	garde	garde		
26882	-	-		
26883	manger	manger		
26884	de	de		
26885	toutes	toutes		
26886	mes	mes		
26887	pensées	pensées		
26888	.	.		
26889	Tu	Tu		
26890	m	m		
26891	’	’		
26892	es	es		
26893	«	«		
26894	Cornelius	Cornelius		
26895	Tacitus	Tacitus		
26896	»	»		
26897	,	,		
26898	au	au		
26899	lieu	lieu		
26900	de	de		
26901	m	m		
26902	’	’		
26903	être	être		
26904	«	«		
26905	Cornelius	Cornelius		
26906	Publius	Publius		
26907	»	»		
26908	.	.		
26909	Paquier	Paquier		
26910	Choisis	Choisis		
26911	lequel	lequel		
26912	tu	tu		
26913	aimes	aimes		
26914	le	le		
26915	mieux	mieux		
26916	,	,		
26917	d	d		
26918	’	’		
26919	être	être		
26920	assommé	assommé		
26921	ou	ou		
26922	pendu	pendu		
26923	!	!		
26924	Corbineli	Corbineli		
26925	J	J		
26926	’	’		
26927	aime	aime		
26928	mieux	mieux		
26929	boire	boire		
26930	.	.		
26931	Granger	Granger		
26932	Ce	Ce		
26933	n	n		
26934	’	’		
26935	était	était		
26936	point	point		
26937	assez	assez		
26938	de	de		
26939	m	m		
26940	’	’		
26941	avoir	avoir		
26942	volé	volé		
26943	au	au		
26944	nom	nom		
26945	des	des		
26946	Turcs	Turcs		
26947	;	;		
26948	il	il		
26949	fallait	fallait		
26950	ajouter	ajouter		
26951	une	une		
26952	nouvelle	nouvelle		
26953	trahison	trahison		
26954	!	!		
26955	Et	Et		
26956	de	de		
26957	son	son		
26958	corps	corps		
26959	,	,		
26960	donc	donc		
26961	,	,		
26962	menteur	menteur		
26963	infâme	infâme		
26964	,	,		
26965	qu	qu		
26966	’	’		
26967	en	en		
26968	as	as		
26969	-	-		
26970	tu	tu		
26971	fait	fait		
26972	?	?		
26973	Corbineli	Corbineli		
26974	Ma	Ma		
26975	foi	foi		
26976	!	!		
26977	là	là		
26978	-	-		
26979	dessus	dessus		
26980	,	,		
26981	je	je		
26982	m	m		
26983	’	’		
26984	éveillai	éveillai		
26985	.	.		
26986	Granger	Granger		
26987	Que	Que		
26988	veux	veux		
26989	-	-		
26990	tu	tu		
26991	dire	dire		
26992	,	,		
26993	tu	tu		
26994	t	t		
26995	’	’		
26996	éveillas	éveillas		
26997	?	?		
26998	Corbineli	Corbineli		
26999	Vraiment	Vraiment		
27000	oui	oui		
27001	.	.		
27002	Il	Il		
27003	ne	ne		
27004	me	me		
27005	fut	fut		
27006	pas	pas		
27007	possible	possible		
27008	de	de		
27009	dormir	dormir		
27010	davantage	davantage		
27011	,	,		
27012	car	car		
27013	votre	votre		
27014	fils	fils		
27015	faisait	faisait		
27016	un	un		
27017	Tonnerre	Tonnerre		
27018	de	de		
27019	Diable	Diable		
27020	avec	avec		
27021	une	une		
27022	assiette	assiette		
27023	dont	dont		
27024	il	il		
27025	tambourinait	tambourinait		
27026	sur	sur		
27027	la	la		
27028	table	table		
27029	.	.		
27030	Genevote	Genevote		
27031	Et	Et		
27032	moi	moi		
27033	j	j		
27034	’	’		
27035	ai	ai		
27036	fait	fait		
27037	semblant	semblant		
27038	de	de		
27039	croire	croire		
27040	que	que		
27041	votre	votre		
27042	fils	fils		
27043	était	était		
27044	mort	mort		
27045	,	,		
27046	pour	pour		
27047	vous	vous		
27048	faire	faire		
27049	goûter	goûter		
27050	,	,		
27051	quand	quand		
27052	vous	vous		
27053	le	le		
27054	reverriez	reverriez		
27055	un	un		
27056	plus	plus		
27057	pur	pur		
27058	contentement	contentement		
27059	,	,		
27060	par	par		
27061	l	l		
27062	’	’		
27063	opposition	opposition		
27064	de	de		
27065	son	son		
27066	contraire	contraire		
27067	.	.		
27068	Granger	Granger		
27069	Quoi	Quoi		
27070	qu	qu		
27071	’	’		
27072	il	il		
27073	en	en		
27074	soit	soit		
27075	,	,		
27076	Mademoiselle	Mademoiselle		
27077	,	,		
27078	le	le		
27079	fiel	fiel		
27080	importun	importun		
27081	de	de		
27082	mes	mes		
27083	angoisses	angoisses		
27084	n	n		
27085	’	’		
27086	est	est		
27087	que	que		
27088	trop	trop		
27089	adouci	adouci		
27090	par	par		
27091	le	le		
27092	miel	miel		
27093	sucré	sucré		
27094	d	d		
27095	’	’		
27096	un	un		
27097	si	si		
27098	friand	friand		
27099	discours	discours		
27100	,	,		
27101	mais	mais		
27102	,	,		
27103	pour	pour		
27104	ce	ce		
27105	fourbe	fourbe		
27106	de	de		
27107	Corbineli	Corbineli		
27108	.	.		
27109	Il	Il		
27110	faut	faut		
27111	avouer	avouer		
27112	que	que		
27113	c	c		
27114	’	’		
27115	est	est		
27116	un	un		
27117	grand	grand		
27118	menteur	menteur		
27119	.	.		
27120	Corbineli	Corbineli		
27121	J	J		
27122	’	’		
27123	affecte	affecte		
27124	,	,		
27125	pour	pour		
27126	moi	moi		
27127	,	,		
27128	d	d		
27129	’	’		
27130	être	être		
27131	remarqué	remarqué		
27132	par	par		
27133	le	le		
27134	titre	titre		
27135	de	de		
27136	grand	grand		
27137	,	,		
27138	sans	sans		
27139	me	me		
27140	soucier	soucier		
27141	que	que		
27142	ce	ce		
27143	soit	soit		
27144	celui	celui		
27145	de	de		
27146	grand	grand		
27147	Menteur	Menteur		
27148	,	,		
27149	grand	grand		
27150	Ivrogne	Ivrogne		
27151	,	,		
27152	grand	grand		
27153	Politique	Politique		
27154	,	,		
27155	grand	grand		
27156	Cnéz	Cnéz		
27157	,	,		
27158	grand	grand		
27159	Khan	Khan		
27160	,	,		
27161	grand	grand		
27162	Turc	Turc		
27163	,	,		
27164	grand	grand		
27165	Mufti	Mufti		
27166	,	,		
27167	grand	grand		
27168	Vizir	Vizir		
27169	,	,		
27170	grand	grand		
27171	Tephterdat	Tephterdat		
27172	,	,		
27173	Alexandre	Alexandre		
27174	le	le		
27175	grand	grand		
27176	ou	ou		
27177	grand	grand		
27178	Pompée	Pompée		
27179	.	.		
27180	Il	Il		
27181	ne	ne		
27182	m	m		
27183	’	’		
27184	importe	importe		
27185	,	,		
27186	pourvu	pourvu		
27187	que	que		
27188	cette	cette		
27189	Épithète	Épithète		
27190	remarquable	remarquable		
27191	m	m		
27192	’	’		
27193	empêche	empêche		
27194	de	de		
27195	passer	passer		
27196	pour	pour		
27197	médiocre	médiocre		
27198	.	.		
27199	Granger	Granger		
27200	Tu	Tu		
27201	t	t		
27202	’	’		
27203	excuses	excuses		
27204	de	de		
27205	si	si		
27206	bonne	bonne		
27207	grâce	grâce		
27208	,	,		
27209	que	que		
27210	je	je		
27211	serais	serais		
27212	presque	presque		
27213	en	en		
27214	colère	colère		
27215	que	que		
27216	tu	tu		
27217	ne	ne		
27218	m	m		
27219	’	’		
27220	eusses	eusses		
27221	point	point		
27222	fâché	fâché		
27223	.	.		
27224	Je	Je		
27225	t	t		
27226	’	’		
27227	ordonne	ordonne		
27228	pourtant	pourtant		
27229	,	,		
27230	pour	pour		
27231	pénitence	pénitence		
27232	,	,		
27233	de	de		
27234	nous	nous		
27235	exhiber	exhiber		
27236	le	le		
27237	spectacle	spectacle		
27238	de	de		
27239	quelque	quelque		
27240	intrigue	intrigue		
27241	,	,		
27242	de	de		
27243	quelque	quelque		
27244	Comédie	Comédie		
27245	.	.		
27246	J	J		
27247	’	’		
27248	avais	avais		
27249	mis	mis		
27250	en	en		
27251	jeu	jeu		
27252	mon	mon		
27253	Paranymphe	Paranymphe		
27254	des	des		
27255	Muses	Muses		
27256	,	,		
27257	mais	mais		
27258	Monsieur	Monsieur		
27259	de	de		
27260	La	La		
27261	Tremblaye	Tremblaye		
27262	n	n		
27263	’	’		
27264	a	a		
27265	pas	pas		
27266	trouvé	trouvé		
27267	bon	bon		
27268	que	que		
27269	rien	rien		
27270	se	se		
27271	passât	passât		
27272	sur	sur		
27273	ces	ces		
27274	matières	matières		
27275	sans	sans		
27276	prendre	prendre		
27277	ton	ton		
27278	avis	avis		
27279	.	.		
27280	Corbineli	Corbineli		
27281	En	En		
27282	effet	effet		
27283	,	,		
27284	votre	votre		
27285	déclamation	déclamation		
27286	n	n		
27287	’	’		
27288	eût	eût		
27289	pas	pas		
27290	été	été		
27291	bonne	bonne		
27292	,	,		
27293	parce	parce		
27294	qu	qu		
27295	’	’		
27296	elle	elle		
27297	est	est		
27298	trop	trop		
27299	bonne	bonne		
27300	.	.		
27301	Ces	Ces		
27302	doctes	doctes		
27303	antiquités	antiquités		
27304	ne	ne		
27305	sont	sont		
27306	pas	pas		
27307	proportionnées	proportionnées		
27308	à	à		
27309	l	l		
27310	’	’		
27311	esprit	esprit		
27312	de	de		
27313	ceux	ceux		
27314	qui	qui		
27315	composent	composent		
27316	les	les		
27317	membres	membres		
27318	de	de		
27319	cette	cette		
27320	compagnie	compagnie		
27321	.	.		
27322	J	J		
27323	’	’		
27324	en	en		
27325	sais	sais		
27326	une	une		
27327	Italienne	Italienne		
27328	,	,		
27329	dont	dont		
27330	le	le		
27331	démêlement	démêlement		
27332	est	est		
27333	fort	fort		
27334	agréable	agréable		
27335	:	:		
27336	amenez	amenez		
27337	seulement	seulement		
27338	ici	ici		
27339	Monsieur	Monsieur		
27340	de	de		
27341	La	La		
27342	Tremblaye	Tremblaye		
27343	,	,		
27344	votre	votre		
27345	fils	fils		
27346	et	et		
27347	les	les		
27348	autres	autres		
27349	,	,		
27350	afin	afin		
27351	que	que		
27352	je	je		
27353	distribue	distribue		
27354	les	les		
27355	rôles	rôles		
27356	sur	sur		
27357	le	le		
27358	champ	champ		
27359	.	.		
27360	Granger	Granger		
27361	«	«		
27362	Extemplo	Extemplo		
27363	»	»		
27364	je	je		
27365	les	les		
27366	vais	vais		
27367	congréger	congréger		
27368	.	.		
27369	Scène	Scène		
27370	4	4		
27371	Genevote	Genevote		
27372	,	,		
27373	Corbineli	Corbineli		
27374	.	.		
27375	Genevote	Genevote		
27376	La	La		
27377	corde	corde		
27378	a	a		
27379	manqué	manqué		
27380	,	,		
27381	Corbineli	Corbineli		
27382	.	.		
27383	Corbineli	Corbineli		
27384	Oui	Oui		
27385	,	,		
27386	mais	mais		
27387	j	j		
27388	’	’		
27389	en	en		
27390	avais	avais		
27391	plus	plus		
27392	d	d		
27393	’	’		
27394	une	une		
27395	.	.		
27396	Je	Je		
27397	vais	vais		
27398	engager	engager		
27399	notre	notre		
27400	bon	bon		
27401	Seigneur	Seigneur		
27402	dans	dans		
27403	un	un		
27404	Labyrinthe	Labyrinthe		
27405	où	où		
27406	de	de		
27407	plus	plus		
27408	grands	grands		
27409	Docteurs	Docteurs		
27410	que	que		
27411	lui	lui		
27412	demeureraient	demeureraient		
27413	à	à		
27414	«	«		
27415	quia	quia		
27416	»	»		
27417	.	.		
27418	Scène	Scène		
27419	5	5		
27420	Granger	Granger		
27421	,	,		
27422	Paquier	Paquier		
27423	,	,		
27424	Genevote	Genevote		
27425	,	,		
27426	Corbineli	Corbineli		
27427	.	.		
27428	Granger	Granger		
27429	Au	Au		
27430	feu	feu		
27431	!	!		
27432	au	au		
27433	feu	feu		
27434	!	!		
27435	Genevote	Genevote		
27436	Où	Où		
27437	est	est		
27438	-	-		
27439	ce	ce		
27440	?	?		
27441	où	où		
27442	est	est		
27443	-	-		
27444	ce	ce		
27445	?	?		
27446	Granger	Granger		
27447	Dans	Dans		
27448	la	la		
27449	plus	plus		
27450	haute	haute		
27451	région	région		
27452	de	de		
27453	l	l		
27454	’	’		
27455	air	air		
27456	,	,		
27457	selon	selon		
27458	l	l		
27459	’	’		
27460	opinion	opinion		
27461	des	des		
27462	Péripatéticiens	Péripatéticiens		
27463	.	.		
27464	Hé	Hé		
27465	bien	bien		
27466	,	,		
27467	ne	ne		
27468	suis	suis		
27469	-	-		
27470	je	je		
27471	pas	pas		
27472	habile	habile		
27473	à	à		
27474	la	la		
27475	riposte	riposte		
27476	?	?		
27477	N	N		
27478	’	’		
27479	ai	ai		
27480	-	-		
27481	je	je		
27482	pas	pas		
27483	guéri	guéri		
27484	le	le		
27485	mal	mal		
27486	aussitôt	aussitôt		
27487	que	que		
27488	je	je		
27489	l	l		
27490	’	’		
27491	ai	ai		
27492	eu	eu		
27493	fait	fait		
27494	?	?		
27495	Ma	Ma		
27496	langue	langue		
27497	est	est		
27498	une	une		
27499	Vipère	Vipère		
27500	qui	qui		
27501	porte	porte		
27502	le	le		
27503	venin	venin		
27504	et	et		
27505	la	la		
27506	Thériaque	Thériaque		
27507	tout	tout		
27508	ensemble	ensemble		
27509	,	,		
27510	c	c		
27511	’	’		
27512	est	est		
27513	la	la		
27514	pique	pique		
27515	d	d		
27516	’	’		
27517	Achille	Achille		
27518	qui	qui		
27519	seule	seule		
27520	peut	peut		
27521	guérir	guérir		
27522	les	les		
27523	blessures	blessures		
27524	qu	qu		
27525	’	’		
27526	elle	elle		
27527	a	a		
27528	faites	faites		
27529	.	.		
27530	Et	Et		
27531	bien	bien		
27532	loin	loin		
27533	de	de		
27534	ressembler	ressembler		
27535	aux	aux		
27536	Bourreaux	Bourreaux		
27537	de	de		
27538	la	la		
27539	Faculté	Faculté		
27540	de	de		
27541	Médecine	Médecine		
27542	,	,		
27543	qui	qui		
27544	d	d		
27545	’	’		
27546	une	une		
27547	égratignure	égratignure		
27548	font	font		
27549	une	une		
27550	grande	grande		
27551	plaie	plaie		
27552	,	,		
27553	d	d		
27554	’	’		
27555	une	une		
27556	grande	grande		
27557	plaie	plaie		
27558	je	je		
27559	fais	fais		
27560	moins	moins		
27561	qu	qu		
27562	’	’		
27563	une	une		
27564	égratignure	égratignure		
27565	.	.		
27566	Corbineli	Corbineli		
27567	Nous	Nous		
27568	perdons	perdons		
27569	autant	autant		
27570	de	de		
27571	temps	temps		
27572	que	que		
27573	si	si		
27574	nous	nous		
27575	ne	ne		
27576	devions	devions		
27577	pas	pas		
27578	aujourd	aujourd		
27579	’	’		
27580	hui	hui		
27581	faire	faire		
27582	la	la		
27583	Comédie	Comédie		
27584	.	.		
27585	Je	Je		
27586	m	m		
27587	’	’		
27588	en	en		
27589	vais	vais		
27590	instruire	instruire		
27591	ces	ces		
27592	gens	gens		
27593	-	-		
27594	ci	ci		
27595	de	de		
27596	ce	ce		
27597	qu	qu		
27598	’	’		
27599	ils	ils		
27600	auront	auront		
27601	à	à		
27602	dire	dire		
27603	.	.		
27604	Je	Je		
27605	te	te		
27606	donnerais	donnerais		
27607	bien	bien		
27608	des	des		
27609	préceptes	préceptes		
27610	,	,		
27611	Paquier	Paquier		
27612	,	,		
27613	mais	mais		
27614	tu	tu		
27615	n	n		
27616	’	’		
27617	aurais	aurais		
27618	pas	pas		
27619	le	le		
27620	temps	temps		
27621	d	d		
27622	’	’		
27623	apprendre	apprendre		
27624	tant	tant		
27625	de	de		
27626	choses	choses		
27627	par	par		
27628	cœur	cœur		
27629	.	.		
27630	Je	Je		
27631	prendrai	prendrai		
27632	soin	soin		
27633	,	,		
27634	me	me		
27635	tenant	tenant		
27636	derrière	derrière		
27637	toi	toi		
27638	,	,		
27639	de	de		
27640	te	te		
27641	souffler	souffler		
27642	ce	ce		
27643	que	que		
27644	tu	tu		
27645	auras	auras		
27646	à	à		
27647	dire	dire		
27648	.	.		
27649	Vous	Vous		
27650	,	,		
27651	Monsieur	Monsieur		
27652	,	,		
27653	vous	vous		
27654	paraîtrez	paraîtrez		
27655	durant	durant		
27656	toute	toute		
27657	la	la		
27658	pièce	pièce		
27659	,	,		
27660	et	et		
27661	quoique	quoique		
27662	d	d		
27663	’	’		
27664	abord	abord		
27665	votre	votre		
27666	personnage	personnage		
27667	semble	semble		
27668	sérieux	sérieux		
27669	,	,		
27670	il	il		
27671	n	n		
27672	’	’		
27673	y	y		
27674	en	en		
27675	a	a		
27676	pas	pas		
27677	un	un		
27678	si	si		
27679	bouffon	bouffon		
27680	.	.		
27681	Granger	Granger		
27682	Qu	Qu		
27683	’	’		
27684	est	est		
27685	-	-		
27686	ceci	ceci		
27687	?	?		
27688	vous	vous		
27689	m	m		
27690	’	’		
27691	engagez	engagez		
27692	à	à		
27693	soutenir	soutenir		
27694	des	des		
27695	rôles	rôles		
27696	dans	dans		
27697	vos	vos		
27698	Batelages	Batelages		
27699	,	,		
27700	et	et		
27701	vous	vous		
27702	ne	ne		
27703	m	m		
27704	’	’		
27705	en	en		
27706	racontez	racontez		
27707	pas	pas		
27708	seulement	seulement		
27709	le	le		
27710	sujet	sujet		
27711	!	!		
27712	Corbineli	Corbineli		
27713	Je	Je		
27714	vous	vous		
27715	en	en		
27716	cache	cache		
27717	la	la		
27718	conduite	conduite		
27719	parce	parce		
27720	que	que		
27721	si	si		
27722	je	je		
27723	vous	vous		
27724	l	l		
27725	’	’		
27726	expliquais	expliquais		
27727	à	à		
27728	cette	cette		
27729	heure	heure		
27730	,	,		
27731	vous	vous		
27732	auriez	auriez		
27733	bien	bien		
27734	le	le		
27735	plaisir	plaisir		
27736	maintenant	maintenant		
27737	de	de		
27738	voir	voir		
27739	un	un		
27740	beau	beau		
27741	démêlement	démêlement		
27742	,	,		
27743	mais	mais		
27744	non	non		
27745	pas	pas		
27746	celui	celui		
27747	d	d		
27748	’	’		
27749	être	être		
27750	surpris	surpris		
27751	.	.		
27752	En	En		
27753	vérité	vérité		
27754	,	,		
27755	je	je		
27756	vous	vous		
27757	jure	jure		
27758	que	que		
27759	lorsque	lorsque		
27760	vous	vous		
27761	verrez	verrez		
27762	tantôt	tantôt		
27763	la	la		
27764	péripétie	péripétie		
27765	d	d		
27766	’	’		
27767	une	une		
27768	intrigue	intrigue		
27769	si	si		
27770	bien	bien		
27771	démêlée	démêlée		
27772	,	,		
27773	vous	vous		
27774	confesserez	confesserez		
27775	vous	vous		
27776	-	-		
27777	même	même		
27778	que	que		
27779	nous	nous		
27780	aurions	aurions		
27781	été	été		
27782	des	des		
27783	idiots	idiots		
27784	,	,		
27785	si	si		
27786	nous	nous		
27787	vous	vous		
27788	l	l		
27789	’	’		
27790	avions	avions		
27791	découvert	découvert		
27792	.	.		
27793	Je	Je		
27794	veux	veux		
27795	toutefois	toutefois		
27796	vous	vous		
27797	en	en		
27798	ébaucher	ébaucher		
27799	un	un		
27800	raccourci	raccourci		
27801	.	.		
27802	Doncques	Doncques		
27803	ce	ce		
27804	que	que		
27805	je	je		
27806	désire	désire		
27807	vous	vous		
27808	représenter	représenter		
27809	est	est		
27810	une	une		
27811	véritable	véritable		
27812	histoire	histoire		
27813	,	,		
27814	et	et		
27815	vous	vous		
27816	la	la		
27817	connaîtrez	connaîtrez		
27818	quand	quand		
27819	la	la		
27820	Scène	Scène		
27821	se	se		
27822	fermera	fermera		
27823	.	.		
27824	Nous	Nous		
27825	la	la		
27826	posons	posons		
27827	à	à		
27828	Constantinople	Constantinople		
27829	,	,		
27830	quoiqu	quoiqu		
27831	’	’		
27832	elle	elle		
27833	se	se		
27834	passe	passe		
27835	autre	autre		
27836	part	part		
27837	.	.		
27838	Vous	Vous		
27839	verrez	verrez		
27840	un	un		
27841	homme	homme		
27842	du	du		
27843	tiers	tiers		
27844	-	-		
27845	état	état		
27846	,	,		
27847	riche	riche		
27848	de	de		
27849	deux	deux		
27850	enfants	enfants		
27851	,	,		
27852	et	et		
27853	de	de		
27854	force	force		
27855	quarts	quarts		
27856	d	d		
27857	’	’		
27858	écus	écus		
27859	:	:		
27860	le	le		
27861	fils	fils		
27862	restait	restait		
27863	à	à		
27864	pourvoir	pourvoir		
27865	;	;		
27866	il	il		
27867	s	s		
27868	’	’		
27869	affectionne	affectionne		
27870	d	d		
27871	’	’		
27872	une	une		
27873	Damoiselle	Damoiselle		
27874	de	de		
27875	qualité	qualité		
27876	fort	fort		
27877	proche	proche		
27878	parente	parente		
27879	de	de		
27880	son	son		
27881	beau	beau		
27882	-	-		
27883	frère	frère		
27884	;	;		
27885	il	il		
27886	aime	aime		
27887	,	,		
27888	il	il		
27889	est	est		
27890	aimé	aimé		
27891	,	,		
27892	mais	mais		
27893	son	son		
27894	père	père		
27895	s	s		
27896	’	’		
27897	oppose	oppose		
27898	à	à		
27899	l	l		
27900	’	’		
27901	achèvement	achèvement		
27902	mutuel	mutuel		
27903	de	de		
27904	leurs	leurs		
27905	desseins	desseins		
27906	.	.		
27907	Il	Il		
27908	entre	entre		
27909	en	en		
27910	désespoir	désespoir		
27911	,	,		
27912	sa	sa		
27913	Maîtresse	Maîtresse		
27914	de	de		
27915	même	même		
27916	.	.		
27917	Enfin	Enfin		
27918	les	les		
27919	voilà	voilà		
27920	prêts	prêts		
27921	,	,		
27922	en	en		
27923	se	se		
27924	tuant	tuant		
27925	,	,		
27926	de	de		
27927	clore	clore		
27928	cette	cette		
27929	Pièce	Pièce		
27930	.	.		
27931	Mais	Mais		
27932	ce	ce		
27933	Père	Père		
27934	,	,		
27935	dont	dont		
27936	le	le		
27937	naturel	naturel		
27938	est	est		
27939	bon	bon		
27940	,	,		
27941	n	n		
27942	’	’		
27943	a	a		
27944	pas	pas		
27945	la	la		
27946	cruauté	cruauté		
27947	de	de		
27948	souffrir	souffrir		
27949	à	à		
27950	ses	ses		
27951	yeux	yeux		
27952	une	une		
27953	si	si		
27954	tragique	tragique		
27955	aventure	aventure		
27956	;	;		
27957	il	il		
27958	prête	prête		
27959	son	son		
27960	consentement	consentement		
27961	aux	aux		
27962	volontés	volontés		
27963	du	du		
27964	ciel	ciel		
27965	et	et		
27966	fait	fait		
27967	les	les		
27968	cérémonies	cérémonies		
27969	du	du		
27970	mariage	mariage		
27971	,	,		
27972	dont	dont		
27973	l	l		
27974	’	’		
27975	union	union		
27976	secrète	secrète		
27977	de	de		
27978	ces	ces		
27979	deux	deux		
27980	cœurs	cœurs		
27981	avait	avait		
27982	déjà	déjà		
27983	commencé	commencé		
27984	le	le		
27985	Sacrement	Sacrement		
27986	.	.		
27987	Granger	Granger		
27988	Tu	Tu		
27989	viens	viens		
27990	de	de		
27991	rasseoir	rasseoir		
27992	mon	mon		
27993	âme	âme		
27994	dans	dans		
27995	la	la		
27996	chaire	chaire		
27997	pacifique	pacifique		
27998	d	d		
27999	’	’		
28000	où	où		
28001	l	l		
28002	’	’		
28003	avaient	avaient		
28004	culbuté	culbuté		
28005	mille	mille		
28006	appréhensions	appréhensions		
28007	cornues	cornues		
28008	.	.		
28009	Va	Va		
28010	paisiblement	paisiblement		
28011	conférer	conférer		
28012	avec	avec		
28013	tes	tes		
28014	Acteurs	Acteurs		
28015	;	;		
28016	je	je		
28017	te	te		
28018	déclare	déclare		
28019	Plénipotentiaire	Plénipotentiaire		
28020	de	de		
28021	ce	ce		
28022	Traité	Traité		
28023	Comique	Comique		
28024	.	.		
28025	Toi	Toi		
28026	,	,		
28027	Paquier	Paquier		
28028	,	,		
28029	je	je		
28030	te	te		
28031	fais	fais		
28032	le	le		
28033	Portier	Portier		
28034	effroyable	effroyable		
28035	de	de		
28036	l	l		
28037	’	’		
28038	introïte	introïte		
28039	de	de		
28040	mes	mes		
28041	Lares	Lares		
28042	.	.		
28043	Aie	Aie		
28044	cure	cure		
28045	de	de		
28046	les	les		
28047	propugner	propugner		
28048	de	de		
28049	l	l		
28050	’	’		
28051	introïte	introïte		
28052	du	du		
28053	Fanfaron	Fanfaron		
28054	,	,		
28055	du	du		
28056	Bourgeois	Bourgeois		
28057	et	et		
28058	du	du		
28059	Page	Page		
28060	,	,		
28061	qui	qui		
28062	,	,		
28063	sachant	sachant		
