	tokens1Source	tokens1AlignRaw	tokens2Source	tokens2AlignRaw
27856	d	d		
27857	’	’		
27858	écus	écus		
27859	:	:		
27860	le	le		
27861	fils	fils		
27862	restait	restait		
27863	à	à		
27864	pourvoir	pourvoir		
27865	;	;		
27866	il	il		
27867	s	s		
27868	’	’		
27869	affectionne	affectionne		
27870	d	d		
27871	’	’		
27872	une	une		
27873	Damoiselle	Damoiselle		
27874	de	de		
27875	qualité	qualité		
27876	fort	fort		
27877	proche	proche		
27878	parente	parente		
27879	de	de		
27880	son	son		
27881	beau	beau		
27882	-	-		
27883	frère	frère		
27884	;	;		
27885	il	il		
27886	aime	aime		
27887	,	,		
27888	il	il		
27889	est	est		
27890	aimé	aimé		
27891	,	,		
27892	mais	mais		
27893	son	son		
27894	père	père		
27895	s	s		
27896	’	’		
27897	oppose	oppose		
27898	à	à		
27899	l	l		
27900	’	’		
27901	achèvement	achèvement		
27902	mutuel	mutuel		
27903	de	de		
27904	leurs	leurs		
27905	desseins	desseins		
27906	.	.		
27907	Il	Il		
27908	entre	entre		
27909	en	en		
27910	désespoir	désespoir		
27911	,	,		
27912	sa	sa		
27913	Maîtresse	Maîtresse		
27914	de	de		
27915	même	même		
27916	.	.		
27917	Enfin	Enfin		
27918	les	les		
27919	voilà	voilà		
27920	prêts	prêts		
27921	,	,		
27922	en	en		
27923	se	se		
27924	tuant	tuant		
27925	,	,		
27926	de	de		
27927	clore	clore		
27928	cette	cette		
27929	Pièce	Pièce		
27930	.	.		
27931	Mais	Mais		
27932	ce	ce		
27933	Père	Père		
27934	,	,		
27935	dont	dont		
27936	le	le		
27937	naturel	naturel		
27938	est	est		
27939	bon	bon		
27940	,	,		
27941	n	n		
27942	’	’		
27943	a	a		
27944	pas	pas		
27945	la	la		
27946	cruauté	cruauté		
27947	de	de		
27948	souffrir	souffrir		
27949	à	à		
27950	ses	ses		
27951	yeux	yeux		
27952	une	une		
27953	si	si		
27954	tragique	tragique		
27955	aventure	aventure		
27956	;	;		
27957	il	il		
27958	prête	prête		
27959	son	son		
27960	consentement	consentement		
27961	aux	aux		
27962	volontés	volontés		
27963	du	du		
27964	ciel	ciel		
27965	et	et		
27966	fait	fait		
27967	les	les		
27968	cérémonies	cérémonies		
27969	du	du		
27970	mariage	mariage		
27971	,	,		
27972	dont	dont		
27973	l	l		
27974	’	’		
27975	union	union		
27976	secrète	secrète		
27977	de	de		
27978	ces	ces		
27979	deux	deux		
27980	cœurs	cœurs		
27981	avait	avait		
27982	déjà	déjà		
27983	commencé	commencé		
27984	le	le		
27985	Sacrement	Sacrement		
27986	.	.		
27987	Granger	Granger		
27988	Tu	Tu		
27989	viens	viens		
27990	de	de		
27991	rasseoir	rasseoir		
27992	mon	mon		
27993	âme	âme		
27994	dans	dans		
27995	la	la		
27996	chaire	chaire		
27997	pacifique	pacifique		
27998	d	d		
27999	’	’		
28000	où	où		
28001	l	l		
28002	’	’		
28003	avaient	avaient		
28004	culbuté	culbuté		
28005	mille	mille		
28006	appréhensions	appréhensions		
28007	cornues	cornues		
28008	.	.		
28009	Va	Va		
28010	paisiblement	paisiblement		
28011	conférer	conférer		
28012	avec	avec		
28013	tes	tes		
28014	Acteurs	Acteurs		
28015	;	;		
28016	je	je		
28017	te	te		
28018	déclare	déclare		
28019	Plénipotentiaire	Plénipotentiaire		
28020	de	de		
28021	ce	ce		
28022	Traité	Traité		
28023	Comique	Comique		
28024	.	.		
28025	Toi	Toi		
28026	,	,		
28027	Paquier	Paquier		
28028	,	,		
28029	je	je		
28030	te	te		
28031	fais	fais		
28032	le	le		
28033	Portier	Portier		
28034	effroyable	effroyable		
28035	de	de		
28036	l	l		
28037	’	’		
28038	introïte	introïte		
28039	de	de		
28040	mes	mes		
28041	Lares	Lares		
28042	.	.		
28043	Aie	Aie		
28044	cure	cure		
28045	de	de		
28046	les	les		
28047	propugner	propugner		
28048	de	de		
28049	l	l		
28050	’	’		
28051	introïte	introïte		
28052	du	du		
28053	Fanfaron	Fanfaron		
28054	,	,		
28055	du	du		
28056	Bourgeois	Bourgeois		
28057	et	et		
28058	du	du		
28059	Page	Page		
28060	,	,		
28061	qui	qui		
28062	,	,		
28063	sachant	sachant		
28064	qu	qu		
28065	’	’		
28066	on	on		
28067	fait	fait		
28068	ici	ici		
28069	des	des		
28070	jeux	jeux		
28071	,	,		
28072	ne	ne		
28073	manqueront	manqueront		
28074	pas	pas		
28075	d	d		
28076	’	’		
28077	y	y		
28078	transporter	transporter		
28079	leurs	leurs		
28080	ignares	ignares		
28081	personnes	personnes		
28082	.	.		
28083	Je	Je		
28084	te	te		
28085	mets	mets		
28086	là	là		
28087	des	des		
28088	monstres	monstres		
28089	en	en		
28090	tête	tête		
28091	qu	qu		
28092	’	’		
28093	il	il		
28094	te	te		
28095	faut	faut		
28096	combattre	combattre		
28097	diversement	diversement		
28098	.	.		
28099	Tu	Tu		
28100	verras	verras		
28101	diverses	diverses		
28102	sortes	sortes		
28103	de	de		
28104	visages	visages		
28105	,	,		
28106	les	les		
28107	uns	uns		
28108	t	t		
28109	’	’		
28110	aborderont	aborderont		
28111	froidement	froidement		
28112	,	,		
28113	et	et		
28114	,	,		
28115	si	si		
28116	tu	tu		
28117	les	les		
28118	refuses	refuses		
28119	,	,		
28120	aussitôt	aussitôt		
28121	glaive	glaive		
28122	en	en		
28123	l	l		
28124	’	’		
28125	air	air		
28126	,	,		
28127	et	et		
28128	forceront	forceront		
28129	ta	ta		
28130	porte	porte		
28131	avec	avec		
28132	brutalité	brutalité		
28133	.	.		
28134	Le	Le		
28135	moins	moins		
28136	de	de		
28137	résistance	résistance		
28138	que	que		
28139	tu	tu		
28140	feras	feras		
28141	,	,		
28142	c	c		
28143	’	’		
28144	est	est		
28145	le	le		
28146	meilleur	meilleur		
28147	.	.		
28148	Il	Il		
28149	t	t		
28150	’	’		
28151	en	en		
28152	conviendra	conviendra		
28153	voir	voir		
28154	d	d		
28155	’	’		
28156	autres	autres		
28157	,	,		
28158	la	la		
28159	barbe	barbe		
28160	faite	faite		
28161	en	en		
28162	garde	garde		
28163	de	de		
28164	poignard	poignard		
28165	,	,		
28166	aux	aux		
28167	moustaches	moustaches		
28168	rubantées	rubantées		
28169	,	,		
28170	au	au		
28171	crin	crin		
28172	poudré	poudré		
28173	,	,		
28174	au	au		
28175	manteau	manteau		
28176	galonné	galonné		
28177	,	,		
28178	qui	qui		
28179	,	,		
28180	tout	tout		
28181	échauffés	échauffés		
28182	,	,		
28183	se	se		
28184	présenteront	présenteront		
28185	à	à		
28186	toi	toi		
28187	.	.		
28188	Si	Si		
28189	tu	tu		
28190	t	t		
28191	’	’		
28192	opposes	opposes		
28193	à	à		
28194	leur	leur		
28195	torrent	torrent		
28196	,	,		
28197	il	il		
28198	te	te		
28199	traiteront	traiteront		
28200	de	de		
28201	fat	fat		
28202	,	,		
28203	se	se		
28204	formaliseront	formaliseront		
28205	que	que		
28206	tu	tu		
28207	ne	ne		
28208	les	les		
28209	connais	connais		
28210	pas	pas		
28211	.	.		
28212	Dès	Dès		
28213	qu	qu		
28214	’	’		
28215	ils	ils		
28216	t	t		
28217	’	’		
28218	auront	auront		
28219	arraisonné	arraisonné		
28220	de	de		
28221	la	la		
28222	sorte	sorte		
28223	,	,		
28224	juge	juge		
28225	qu	qu		
28226	’	’		
28227	ils	ils		
28228	ont	ont		
28229	trop	trop		
28230	bonne	bonne		
28231	mine	mine		
28232	pour	pour		
28233	être	être		
28234	bien	bien		
28235	méchants	méchants		
28236	.	.		
28237	Avale	Avale		
28238	toutes	toutes		
28239	leurs	leurs		
28240	injures	injures		
28241	.	.		
28242	Mais	Mais		
28243	si	si		
28244	la	la		
28245	main	main		
28246	entreprend	entreprend		
28247	d	d		
28248	’	’		
28249	officier	officier		
28250	pour	pour		
28251	la	la		
28252	langue	langue		
28253	,	,		
28254	souviens	souviens		
28255	-	-		
28256	toi	toi		
28257	de	de		
28258	la	la		
28259	règle	règle		
28260	«	«		
28261	mobile	mobile		
28262	pro	pro		
28263	fixo	fixo		
28264	»	»		
28265	.	.		
28266	D	D		
28267	’	’		
28268	autres	autres		
28269	,	,		
28270	pour	pour		
28271	s	s		
28272	’	’		
28273	introduire	introduire		
28274	,	,		
28275	demanderont	demanderont		
28276	à	à		
28277	parler	parler		
28278	à	à		
28279	quelque	quelque		
28280	Acteur	Acteur		
28281	,	,		
28282	pour	pour		
28283	affaire	affaire		
28284	d	d		
28285	’	’		
28286	importance	importance		
28287	et	et		
28288	qui	qui		
28289	ne	ne		
28290	se	se		
28291	peut	peut		
28292	remettre	remettre		
28293	;	;		
28294	d	d		
28295	’	’		
28296	autres	autres		
28297	auront	auront		
28298	quelques	quelques		
28299	hardes	hardes		
28300	à	à		
28301	leur	leur		
28302	porter	porter		
28303	.	.		
28304	À	À		
28305	tous	tous		
28306	ceux	ceux		
28307	-	-		
28308	là	là		
28309	«	«		
28310	Nescio	Nescio		
28311	vos	vos		
28312	»	»		
28313	.	.		
28314	D	D		
28315	’	’		
28316	autres	autres		
28317	,	,		
28318	comme	comme		
28319	les	les		
28320	Pages	Pages		
28321	,	,		
28322	environnés	environnés		
28323	chacun	chacun		
28324	,	,		
28325	d	d		
28326	’	’		
28327	un	un		
28328	Écolier	Écolier		
28329	,	,		
28330	d	d		
28331	’	’		
28332	un	un		
28333	Courtaut	Courtaut		
28334	et	et		
28335	d	d		
28336	’	’		
28337	une	une		
28338	Putain	Putain		
28339	,	,		
28340	viendront	viendront		
28341	pour	pour		
28342	être	être		
28343	admis	admis		
28344	:	:		
28345	Reçois	Reçois		
28346	-	-		
28347	les	les		
28348	.	.		
28349	Ce	Ce		
28350	n	n		
28351	’	’		
28352	est	est		
28353	pas	pas		
28354	que	que		
28355	cette	cette		
28356	race	race		
28357	de	de		
28358	Pygmées	Pygmées		
28359	puisse	puisse		
28360	de	de		
28361	soi	soi		
28362	rien	rien		
28363	effectuer	effectuer		
28364	de	de		
28365	terrible	terrible		
28366	;	;		
28367	mais	mais		
28368	elle	elle		
28369	irait	irait		
28370	conglober	conglober		
28371	un	un		
28372	torrent	torrent		
28373	de	de		
28374	canailles	canailles		
28375	armées	armées		
28376	qui	qui		
28377	déborderait	déborderait		
28378	sur	sur		
28379	toi	toi		
28380	,	,		
28381	comme	comme		
28382	un	un		
28383	essaim	essaim		
28384	de	de		
28385	guêpes	guêpes		
28386	sur	sur		
28387	une	une		
28388	poire	poire		
28389	molle	molle		
28390	.	.		
28391	«	«		
28392	Vale	Vale		
28393	,	,		
28394	mi	mi		
28395	care	care		
28396	»	»		
28397	.	.		
28398	Scène	Scène		
28399	6	6		
28400	Paquier	Paquier		
28401	,	,		
28402	seul	seul		
28403	.	.		
28404	Ô	Ô		
28405	ma	ma		
28406	foi	foi		
28407	!	!		
28408	c	c		
28409	’	’		
28410	est	est		
28411	un	un		
28412	étrange	étrange		
28413	métier	métier		
28414	que	que		
28415	celui	celui		
28416	de	de		
28417	Portier	Portier		
28418	!	!		
28419	Il	Il		
28420	lui	lui		
28421	faut	faut		
28422	autant	autant		
28423	de	de		
28424	têtes	têtes		
28425	qu	qu		
28426	’	’		
28427	à	à		
28428	celui	celui		
28429	des	des		
28430	Enfers	Enfers		
28431	,	,		
28432	pour	pour		
28433	ne	ne		
28434	point	point		
28435	fléchir	fléchir		
28436	;	;		
28437	autant	autant		
28438	d	d		
28439	’	’		
28440	yeux	yeux		
28441	qu	qu		
28442	’	’		
28443	à	à		
28444	Argus	Argus		
28445	,	,		
28446	pour	pour		
28447	bien	bien		
28448	veiller	veiller		
28449	;	;		
28450	autant	autant		
28451	de	de		
28452	bouches	bouches		
28453	qu	qu		
28454	’	’		
28455	à	à		
28456	la	la		
28457	Renommée	Renommée		
28458	,	,		
28459	pour	pour		
28460	parler	parler		
28461	à	à		
28462	tout	tout		
28463	le	le		
28464	monde	monde		
28465	;	;		
28466	autant	autant		
28467	de	de		
28468	mains	mains		
28469	qu	qu		
28470	’	’		
28471	à	à		
28472	Briarée	Briarée		
28473	,	,		
28474	pour	pour		
28475	se	se		
28476	défendre	défendre		
28477	de	de		
28478	tant	tant		
28479	de	de		
28480	gens	gens		
28481	;	;		
28482	autant	autant		
28483	d	d		
28484	’	’		
28485	âmes	âmes		
28486	qu	qu		
28487	’	’		
28488	à	à		
28489	l	l		
28490	’	’		
28491	Hydre	Hydre		
28492	,	,		
28493	pour	pour		
28494	réparer	réparer		
28495	tant	tant		
28496	de	de		
28497	vies	vies		
28498	qu	qu		
28499	’	’		
28500	on	on		
28501	lui	lui		
28502	ôte	ôte		
28503	;	;		
28504	et	et		
28505	autant	autant		
28506	de	de		
28507	pieds	pieds		
28508	qu	qu		
28509	’	’		
28510	à	à		
28511	un	un		
28512	Cloporte	Cloporte		
28513	,	,		
28514	pour	pour		
28515	fuir	fuir		
28516	tant	tant		
28517	de	de		
28518	coups	coups		
28519	.	.		
28520	Scène	Scène		
28521	7	7		
28522	Paquier	Paquier		
28523	,	,		
28524	Châteaufort	Châteaufort		
28525	.	.		
28526	Paquier	Paquier		
28527	Voici	Voici		
28528	mon	mon		
28529	coup	coup		
28530	d	d		
28531	’	’		
28532	essai	essai		
28533	.	.		
28534	Courage	Courage		
28535	,	,		
28536	j	j		
28537	’	’		
28538	en	en		
28539	vais	vais		
28540	faire	faire		
28541	un	un		
28542	chef	chef		
28543	-	-		
28544	d	d		
28545	’	’		
28546	œuvre	œuvre		
28547	.	.		
28548	Châteaufort	Châteaufort		
28549	Bourgeois	Bourgeois		
28550	,	,		
28551	ho	ho		
28552	!	!		
28553	hola	hola		
28554	,	,		
28555	ho	ho		
28556	!	!		
28557	bourgeois	bourgeois		
28558	!	!		
28559	Vous	Vous		
28560	autres	autres		
28561	malheureux	malheureux		
28562	,	,		
28563	ne	ne		
28564	représentez	représentez		
28565	-	-		
28566	vous	vous		
28567	pas	pas		
28568	aujourd	aujourd		
28569	’	’		
28570	hui	hui		
28571	céans	céans		
28572	quelques	quelques		
28573	coyonneries	coyonneries		
28574	et	et		
28575	jolivetés	jolivetés		
28576	?	?		
28577	Paquier	Paquier		
28578	«	«		
28579	Salva	Salva		
28580	pace	pace		
28581	»	»		
28582	,	,		
28583	Monsieur	Monsieur		
28584	,	,		
28585	mon	mon		
28586	Maître	Maître		
28587	n	n		
28588	’	’		
28589	appelle	appelle		
28590	pas	pas		
28591	cela	cela		
28592	comme	comme		
28593	cela	cela		
28594	.	.		
28595	Châteaufort	Châteaufort		
28596	Quelque	Quelque		
28597	Momie	Momie		
28598	,	,		
28599	quelque	quelque		
28600	Fadaise	Fadaise		
28601	?	?		
28602	Vite	Vite		
28603	,	,		
28604	vite	vite		
28605	,	,		
28606	ouvre	ouvre		
28607	-	-		
28608	moi	moi		
28609	.	.		
28610	Paquier	Paquier		
28611	Je	Je		
28612	pense	pense		
28613	qu	qu		
28614	’	’		
28615	il	il		
28616	ne	ne		
28617	vous	vous		
28618	faut	faut		
28619	pas	pas		
28620	ouvrir	ouvrir		
28621	,	,		
28622	car	car		
28623	vous	vous		
28624	avez	avez		
28625	la	la		
28626	barbe	barbe		
28627	faite	faite		
28628	en	en		
28629	garde	garde		
28630	de	de		
28631	poignard	poignard		
28632	;	;		
28633	vous	vous		
28634	ne	ne		
28635	m	m		
28636	’	’		
28637	avez	avez		
28638	pas	pas		
28639	abordé	abordé		
28640	froidement	froidement		
28641	;	;		
28642	vous	vous		
28643	n	n		
28644	’	’		
28645	avez	avez		
28646	pas	pas		
28647	dégainé	dégainé		
28648	,	,		
28649	ni	ni		
28650	vous	vous		
28651	n	n		
28652	’	’		
28653	êtes	êtes		
28654	pas	pas		
28655	Page	Page		
28656	.	.		
28657	Châteaufort	Châteaufort		
28658	Ha	Ha		
28659	!	!		
28660	vertubleu	vertubleu		
28661	,	,		
28662	poltron	poltron		
28663	,	,		
28664	dépêche	dépêche		
28665	-	-		
28666	toi	toi		
28667	;	;		
28668	je	je		
28669	ne	ne		
28670	suis	suis		
28671	ici	ici		
28672	que	que		
28673	par	par		
28674	curiosité	curiosité		
28675	.	.		
28676	Paquier	Paquier		
28677	Vous	Vous		
28678	ne	ne		
28679	faites	faites		
28680	point	point		
28681	du	du		
28682	tout	tout		
28683	comme	comme		
28684	il	il		
28685	faut	faut		
28686	.	.		
28687	Châteaufort	Châteaufort		
28688	Morbleu	Morbleu		
28689	!	!		
28690	mon	mon		
28691	Camarade	Camarade		
28692	,	,		
28693	de	de		
28694	grâce	grâce		
28695	,	,		
28696	laisse	laisse		
28697	-	-		
28698	moi	moi		
28699	passer	passer		
28700	.	.		
28701	Paquier	Paquier		
28702	Hé	Hé		
28703	!	!		
28704	vous	vous		
28705	faites	faites		
28706	encore	encore		
28707	pis	pis		
28708	;	;		
28709	vraiment	vraiment		
28710	,	,		
28711	il	il		
28712	ne	ne		
28713	faut	faut		
28714	pas	pas		
28715	prier	prier		
28716	.	.		
28717	Châteaufort	Châteaufort		
28718	Savez	Savez		
28719	-	-		
28720	vous	vous		
28721	ce	ce		
28722	qu	qu		
28723	’	’		
28724	il	il		
28725	y	y		
28726	a	a		
28727	,	,		
28728	petit	petit		
28729	godelureau	godelureau		
28730	?	?		
28731	Je	Je		
28732	veux	veux		
28733	être	être		
28734	fricassé	fricassé		
28735	comme	comme		
28736	Judas	Judas		
28737	,	,		
28738	si	si		
28739	je	je		
28740	me	me		
28741	soucie	soucie		
28742	ni	ni		
28743	de	de		
28744	vous	vous		
28745	,	,		
28746	ni	ni		
28747	de	de		
28748	votre	votre		
28749	Collège	Collège		
28750	;	;		
28751	car	car		
28752	,	,		
28753	après	après		
28754	tout	tout		
28755	,	,		
28756	j	j		
28757	’	’		
28758	ai	ai		
28759	encore	encore		
28760	une	une		
28761	centaine	centaine		
28762	de	de		
28763	Maisons	Maisons		
28764	,	,		
28765	Châteaux	Châteaux		
28766	s	s		
28767	’	’		
28768	entend	entend		
28769	,	,		
28770	dont	dont		
28771	la	la		
28772	moindre…	moindre…		
28773	Mais	Mais		
28774	je	je		
28775	ne	ne		
28776	suis	suis		
28777	point	point		
28778	discoureur	discoureur		
28779	.	.		
28780	Ouvre	Ouvre		
28781	-	-		
28782	moi	moi		
28783	vite	vite		
28784	,	,		
28785	si	si		
28786	tu	tu		
28787	ne	ne		
28788	me	me		
28789	veux	veux		
28790	obliger	obliger		
28791	de	de		
28792	croire	croire		
28793	qu	qu		
28794	’	’		
28795	il	il		
28796	n	n		
28797	’	’		
28798	entre	entre		
28799	céans	céans		
28800	que	que		
28801	des	des		
28802	coquins	coquins		
28803	,	,		
28804	puisqu	puisqu		
28805	’	’		
28806	on	on		
28807	m	m		
28808	’	’		
28809	en	en		
28810	refuse	refuse		
28811	l	l		
28812	’	’		
28813	abord	abord		
28814	.	.		
28815	Cap	Cap		
28816	-	-		
28817	de	de		
28818	-	-		
28819	biou	biou		
28820	,	,		
28821	et	et		
28822	que	que		
28823	penses	penses		
28824	-	-		
28825	tu	tu		
28826	que	que		
28827	je	je		
28828	sois	sois		
28829	?	?		
28830	Un	Un		
28831	nigaud	nigaud		
28832	?	?		
28833	Mardi	Mardi		
28834	,	,		
28835	j	j		
28836	’	’		
28837	entends	entends		
28838	le	le		
28839	jargon	jargon		
28840	et	et		
28841	le	le		
28842	galimatias	galimatias		
28843	.	.		
28844	Il	Il		
28845	est	est		
28846	vrai	vrai		
28847	que	que		
28848	j	j		
28849	’	’		
28850	ai	ai		
28851	sur	sur		
28852	moi	moi		
28853	une	une		
28854	mauvaise	mauvaise		
28855	cappe	cappe		
28856	,	,		
28857	mais	mais		
28858	,	,		
28859	en	en		
28860	récompense	récompense		
28861	,	,		
28862	je	je		
28863	porte	porte		
28864	à	à		
28865	mon	mon		
28866	côté	côté		
28867	une	une		
28868	bonne	bonne		
28869	tueuse	tueuse		
28870	,	,		
28871	qui	qui		
28872	fera	fera		
28873	venir	venir		
28874	sur	sur		
28875	le	le		
28876	pré	pré		
28877	le	le		
28878	plus	plus		
28879	résolu	résolu		
28880	de	de		
28881	la	la		
28882	Troupe	Troupe		
28883	.	.		
28884	Paquier	Paquier		
28885	Vous	Vous		
28886	raisonnez	raisonnez		
28887	là	là		
28888	tout	tout		
28889	comme	comme		
28890	ceux	ceux		
28891	qui	qui		
28892	ne	ne		
28893	doivent	doivent		
28894	point	point		
28895	entrer	entrer		
28896	.	.		
28897	Châteaufort	Châteaufort		
28898	De	De		
28899	grâce	grâce		
28900	,	,		
28901	pauvre	pauvre		
28902	homme	homme		
28903	,	,		
28904	que	que		
28905	j	j		
28906	’	’		
28907	aille	aille		
28908	du	du		
28909	moins	moins		
28910	dire	dire		
28911	à	à		
28912	ton	ton		
28913	Maître	Maître		
28914	que	que		
28915	je	je		
28916	suis	suis		
28917	ici	ici		
28918	,	,		
28919	et	et		
28920	qu	qu		
28921	’	’		
28922	il	il		
28923	me	me		
28924	rende	rende		
28925	un	un		
28926	mien	mien		
28927	goujat	goujat		
28928	qui	qui		
28929	s	s		
28930	’	’		
28931	est	est		
28932	enfui	enfui		
28933	sans	sans		
28934	congé	congé		
28935	.	.		
28936	Paquier	Paquier		
28937	«	«		
28938	Il	Il		
28939	en	en		
28940	viendra	viendra		
28941	d	d		
28942	’	’		
28943	autres	autres		
28944	qui	qui		
28945	désireront	désireront		
28946	parler	parler		
28947	à	à		
28948	quelque	quelque		
28949	Acteur	Acteur		
28950	pour	pour		
28951	affaire	affaire		
28952	d	d		
28953	’	’		
28954	importance	importance		
28955	.	.		
28956	»	»		
28957	Je	Je		
28958	ne	ne		
28959	sais	sais		
28960	plus	plus		
28961	comme	comme		
28962	il	il		
28963	faut	faut		
28964	dire	dire		
28965	à	à		
28966	ceux	ceux		
28967	-	-		
28968	là	là		
28969	.	.		
28970	Ha	Ha		
28971	!	!		
28972	Monsieur	Monsieur		
28973	,	,		
28974	à	à		
28975	propos	propos		
28976	,	,		
28977	vous	vous		
28978	ne	ne		
28979	devez	devez		
28980	pas	pas		
28981	entrer	entrer		
28982	.	.		
28983	Châteaufort	Châteaufort		
28984	Ventre	Ventre		
28985	!	!		
28986	je	je		
28987	vous	vous		
28988	dis	dis		
28989	encore	encore		
28990	que	que		
28991	je	je		
28992	ne	ne		
28993	suis	suis		
28994	ici	ici		
28995	que	que		
28996	par	par		
28997	promenade	promenade		
28998	.	.		
28999	Penses	Penses		
29000	-	-		
29001	tu	tu		
29002	donc	donc		
29003	,	,		
29004	veillaque	veillaque		
29005	,	,		
29006	qu	qu		
29007	’	’		
29008	un	un		
29009	gentilhomme	gentilhomme		
29010	de	de		
29011	qualité…	qualité…		
29012	Paquier	Paquier		
29013	«	«		
29014	Domine	Domine		
29015	,	,		
29016	domine	domine		
29017	,	,		
29018	accède	accède		
29019	celeriter	celeriter		
29020	.	.		
29021	»	»		
29022	Vous	Vous		
29023	ne	ne		
29024	m	m		
29025	’	’		
29026	avez	avez		
29027	point	point		
29028	dit	dit		
29029	ce	ce		
29030	qu	qu		
29031	’	’		
29032	il	il		
29033	fallait	fallait		
29034	répondre	répondre		
29035	à	à		
29036	ceux	ceux		
29037	qui	qui		
29038	parlent	parlent		
29039	de	de		
29040	promenade	promenade		
29041	.	.		
29042	Scène	Scène		
29043	8	8		
29044	Gareau	Gareau		
29045	,	,		
29046	Paquier	Paquier		
29047	,	,		
29048	Châteaufort	Châteaufort		
29049	.	.		
29050	Gareau	Gareau		
29051	Ô	Ô		
29052	Parguene	Parguene		
29053	sfesmon	sfesmon		
29054	,	,		
29055	vela	vela		
29056	bian	bian		
29057	débuté	débuté		
29058	.	.		
29059	Et	Et		
29060	pensé	pensé		
29061	vous	vous		
29062	don	don		
29063	que	que		
29064	ce	ce		
29065	set	set		
29066	un	un		
29067	parsenage	parsenage		
29068	comme	comme		
29069	les	les		
29070	autres	autres		
29071	,	,		
29072	à	à		
29073	bâtons	bâtons		
29074	rompus	rompus		
29075	?	?		
29076	Dame	Dame		
29077	nanain	nanain		
29078	.	.		
29079	C	C		
29080	’	’		
29081	est	est		
29082	eun	eun		
29083	homme	homme		
29084	qui	qui		
29085	sait	sait		
29086	peu	peu		
29087	et	et		
29088	prou	prou		
29089	.	.		
29090	Comment	Comment		
29091	,	,		
29092	oul	oul		
29093	dit	dit		
29094	d	d		
29095	’	’		
29096	or	or		
29097	,	,		
29098	et	et		
29099	s	s		
29100	’	’		
29101	oul	oul		
29102	n	n		
29103	’	’		
29104	a	a		
29105	pas	pas		
29106	le	le		
29107	bec	bec		
29108	jaune	jaune		
29109	.	.		
29110	C	C		
29111	’	’		
29112	est	est		
29113	le	le		
29114	garçon	garçon		
29115	de	de		
29116	cet	cet		
29117	homme	homme		
29118	qui	qui		
29119	en	en		
29120	sait	sait		
29121	tant	tant		
29122	.	.		
29123	Vela	Vela		
29124	le	le		
29125	Maître	Maître		
29126	tout	tout		
29127	craché	craché		
29128	,	,		
29129	vela	vela		
29130	tout	tout		
29131	fin	fin		
29132	dret	dret		
29133	son	son		
29134	armanbrance	armanbrance		
29135	.	.		
29136	Châteaufort	Châteaufort		
29137	J	J		
29138	’	’		
29139	aurais	aurais		
29140	déjà	déjà		
29141	fait	fait		
29142	un	un		
29143	crible	crible		
29144	du	du		
29145	ventre	ventre		
29146	de	de		
29147	ce	ce		
29148	coquin	coquin		
29149	,	,		
29150	mais	mais		
29151	j	j		
29152	’	’		
29153	ai	ai		
29154	la	la		
29155	crainte	crainte		
29156	de	de		
29157	faillir	faillir		
29158	contre	contre		
29159	les	les		
29160	règles	règles		
29161	de	de		
29162	la	la		
29163	Comédie	Comédie		
29164	,	,		
29165	si	si		
29166	j	j		
29167	’	’		
29168	ensanglantais	ensanglantais		
29169	la	la		
29170	Scène	Scène		
29171	.	.		
29172	Gareau	Gareau		
29173	Vertigué	Vertigué		
29174	qu	qu		
29175	’	’		
29176	ous	ous		
29177	êtes	êtes		
29178	considérant	considérant		
29179	,	,		
29180	ous	ous		
29181	avez	avez		
29182	mangé	mangé		
29183	de	de		
29184	la	la		
29185	soupe	soupe		
29186	à	à		
29187	neuf	neuf		
29188	heures	heures		
29189	.	.		
29190	Châteaufort	Châteaufort		
29191	J	J		
29192	’	’		
29193	enrage	enrage		
29194	de	de		
29195	servir	servir		
29196	ainsi	ainsi		
29197	de	de		
29198	borne	borne		
29199	dans	dans		
29200	une	une		
29201	rue	rue		
29202	.	.		
29203	Gareau	Gareau		
29204	Ô	Ô		
29205	ma	ma		
29206	foi	foi		
29207	,	,		
29208	ous	ous		
29209	êtes	êtes		
29210	bian	bian		
29211	délicat	délicat		
29212	en	en		
29213	harbes	harbes		
29214	,	,		
29215	ous	ous		
29216	n	n		
29217	’	’		
29218	aimez	aimez		
29219	ni	ni		
29220	la	la		
29221	rue	rue		
29222	ni	ni		
29223	la	la		
29224	patience	patience		
29225	.	.		
29226	Scène	Scène		
29227	9	9		
29228	Granger	Granger		
29229	,	,		
29230	Gareau	Gareau		
29231	,	,		
29232	Châteaufort	Châteaufort		
29233	,	,		
29234	Paquier	Paquier		
29235	.	.		
29236	Granger	Granger		
29237	Quel	Quel		
29238	climat	climat		
29239	sont	sont		
29240	allés	allés		
29241	habiter	habiter		
29242	nos	nos		
29243	Rosciens	Rosciens		
29244	?	?		
29245	L	L		
29246	’	’		
29247	Antipode	Antipode		
29248	ou	ou		
29249	notre	notre		
29250	Zénith	Zénith		
29251	?	?		
29252	Je	Je		
29253	vous	vous		
29254	décoche	décoche		
29255	le	le		
29256	bon	bon		
29257	jour	jour		
29258	,	,		
29259	Chevalier	Chevalier		
29260	du	du		
29261	grand	grand		
29262	revers	revers		
29263	;	;		
29264	et	et		
29265	vous	vous		
29266	,	,		
29267	l	l		
29268	’	’		
29269	homme	homme		
29270	à	à		
29271	l	l		
29272	’	’		
